kod;marka;model;nazwa;kategoria;zastosowanie;pewnosc;stare_zastosowanie
MO9_51366;BKT;PT - HD;250x15 BKT PT - HD 20PR TT;przemysłowe;Ładowarka;PEWNE;Ładowarka kołowa
MO9_50938;BKT;MP 567;10.0/75x15.3 BKT MP 567 14PR TL;rolnicze;Ładowarka;PEWNE;Ładowarka rolnicza
MO9_47845;BKT;MP 567;14.5x20 BKT MP 567 12PR TL;rolnicze;Ładowarka;PEWNE;Ładowarka rolnicza
MO9_47285;BKT;MP 585;10.5x20 BKT MP 585 10PR TL;przemysłowe;Ładowarka;PEWNE;Ładowarka rolnicza
MO9_47040;BKT;AS 504;15.5/80x24 BKT AS 504 16PR TL;rolnicze;Ładowarka;PEWNE;Ładowarka kołowa
MO9_47020;BKT;PT - HD;8.15x15 BKT PT - HD 14PR TT;przemysłowe;Ładowarka;PEWNE;Ładowarka kołowa
MO9_46048;BKT;MULTIMAX MP 522 E;18.4x26 BKT MULTIMAX MP 522 E 160A8/B;przemysłowe;Ładowarka;PEWNE;Ładowarka rolnicza
MO9_45695;BKT;PT - HD;8.25x15 BKT PT - HD 14PR TT;przemysłowe;Ładowarka;PEWNE;Ładowarka kołowa
MO9_45486;BKT;MP 600;16.0/70x24 BKT MP 600 158A8 18PR TL;rolnicze;Ładowarka;PEWNE;Ładowarka rolnicza
MO9_45351;BKT;AS 504;27x10-15.3 BKT AS 504 8PR TL;rolnicze;Ładowarka;PEWNE;Ładowarka kołowa
MO9_45313;BKT;MP 567;11.5/80x15.3 BKT MP 567 14PR TL;rolnicze;Ładowarka;PEWNE;Ładowarka rolnicza
MO9_45300;BKT;MP 567;16.0/70x20 BKT MP 567 14PR TL;rolnicze;Ładowarka;PEWNE;Ładowarka rolnicza
MO9_45077;BKT;SKID POWER HD;26x12-12 BKT SKID POWER HD 12PR TL;przemysłowe;Ładowarka;PEWNE;Ładowarka kołowa
MO9_44559;BKT;AS 504;7.50x18 BKT AS 504 8PR TT;rolnicze;Ładowarka;PEWNE;Ładowarka kołowa
MO9_43233;BKT;PT - HD;18x7-8 BKT PT - HD 16PR TT;przemysłowe;Ładowarka;PEWNE;Ładowarka kołowa
MO9_41836;BKT;JUMBOTRAX HD;10x16.5 BKT JUMBOTRAX HD 10PR TL;przemysłowe;Ładowarka;PEWNE;Ładowarka kołowa
MO9_41483;BKT;AS 504;7.50x16 BKT AS 504 8PR TT;rolnicze;Ładowarka;PEWNE;Ładowarka kołowa
MO9_41314;BKT;MP 570;12.5x18 BKT MP 570 10PR TL;przemysłowe;Ładowarka;PEWNE;Ładowarka rolnicza
MO9_40292;BKT;MP 567;14.5x20 BKT MP 567 18PR TL;rolnicze;Ładowarka;PEWNE;Ładowarka rolnicza
MO9_39768;BKT;SKID POWER HD;27x8.5-15 BKT SKID POWER HD 8PR TL;przemysłowe;Ładowarka;PEWNE;Ładowarka kołowa
MO9_38131;BKT;SKID POWER HD;31.5x13-16.5 BKT SKID POWER HD 10PR TL;przemysłowe;Ładowarka;PEWNE;Ładowarka kołowa
MO9_37723;BKT;MULTIMAX MP 513;495/70R24 BKT MULTIMAX MP 513 155G TL;rolnicze;Ładowarka;PEWNE;Ładowarka rolnicza
MO9_36502;BKT;AS 504;16.5/85x24 BKT AS 504 16PR TL;rolnicze;Ładowarka;PEWNE;Ładowarka kołowa
MO9_36067;BKT;SKID POWER HD;18x8.5-10 BKT SKID POWER HD 8PR TL;przemysłowe;Ładowarka;PEWNE;Ładowarka kołowa
MO9_36021;BKT;AS 504;12.5/80x18 BKT AS 504 16PR TL;rolnicze;Ładowarka;PEWNE;Ładowarka kołowa
MO9_35607;BKT;AS 504;10.5/80x18 BKT AS 504 10PR TL;rolnicze;Ładowarka;PEWNE;Ładowarka kołowa
MO9_34671;BKT;BK-LOADER 53;16.0/70R20 BKT BK-LOADER 53 155A2/151A4 TL;przemysłowe;Ładowarka;PEWNE;Ładowarka kołowa
MO9_34461;BKT;AS 504;6.00x16 BKT AS 504 6PR TT;rolnicze;Ładowarka;PEWNE;Ładowarka kołowa
MO9_32899;BKT;MP 567;12.5x18 BKT MP 567 12PR TL;rolnicze;Ładowarka;PEWNE;Ładowarka rolnicza
MO9_31862;BKT;PT - HD;27x10-12 BKT PT - HD 16PR TT;przemysłowe;Ładowarka;PEWNE;Ładowarka kołowa
MO9_30845;BKT;AS 504;10.0/75x15.3 BKT AS 504 10PR TL;rolnicze;Ładowarka;PEWNE;Ładowarka kołowa
MO9_30305;BKT;AS 504;7.00x12 BKT AS 504 6PR TL;rolnicze;Ładowarka;PEWNE;Ładowarka kołowa
MO9_29613;BKT;MP 567;10.5x20 BKT MP 567 10PR TL;rolnicze;Ładowarka;PEWNE;Ładowarka rolnicza
MO9_29447;BKT;SKID POWER HD;23x8.5-12 BKT SKID POWER HD 6PR TL;przemysłowe;Ładowarka;PEWNE;Ładowarka kołowa
MO9_29405;BKT;AS 504;10.0/75x15.3 BKT AS 504 18PR TL;rolnicze;Ładowarka;PEWNE;Ładowarka kołowa
MO9_29237;BKT;AS 504;15.0/55x17 BKT AS 504 14PR TL;rolnicze;Ładowarka;PEWNE;Ładowarka kołowa
MO9_29113;BKT;PT - HD;6.50x10 BKT PT - HD 14PR TT;przemysłowe;Ładowarka;PEWNE;Ładowarka kołowa
MO9_28879;BKT;SURETRAX HD;12x16.5 BKT SURETRAX HD 12PR TL;przemysłowe;Ładowarka;PEWNE;Ładowarka kołowa
MO9_27582;BKT;MULTIMAX MP 527 E;18.4x26 BKT MULTIMAX MP 527 E 160A8/B;przemysłowe;Ładowarka;PEWNE;Ładowarka rolnicza
MO9_26836;BKT;SKID POWER CHEVRON;7.00x15 BKT SKID POWER CHEVRON 6PR;przemysłowe;Ładowarka;PEWNE;Ładowarka kołowa
MO9_26704;BKT;AS 504;4.00x16 BKT AS 504 4PR TT;rolnicze;Ładowarka;PEWNE;Ładowarka kołowa
MO9_26058;BKT;PT - HD;5.00x8 BKT PT - HD 10PR TT;przemysłowe;Ładowarka;PEWNE;Ładowarka kołowa
MO9_25629;BKT;MP 585;12.5x20 BKT MP 585 12PR TL;przemysłowe;Ładowarka;PEWNE;Ładowarka rolnicza
MO9_23238;BKT;SKID POWER;14x17.5 BKT SKID POWER 14PR TL;przemysłowe;Ładowarka;PEWNE;Ładowarka kołowa
MO9_20965;BKT;MULTIMAX MP-522 NOWOŚĆ;340/80R18 BKT MULTIMAX MP-522 NOWOŚĆ 143A8/B TL;rolnicze;Ładowarka;PEWNE;Ładowarka rolnicza
MO9_20935;BKT;MP 567;10.0/75x15.3 BKT MP 567 18PR TL;rolnicze;Ładowarka;PEWNE;Ładowarka rolnicza
MO9_20515;BKT;MP 590;18x22.5 BKT MP 590 16PR TL;przemysłowe;Ładowarka;PEWNE;Ładowarka rolnicza
MO9_20335;BKT;AS 504;5.00x15 BKT AS 504 6PR TT;rolnicze;Ładowarka;PEWNE;Ładowarka kołowa
MO9_19800;BKT;PT - HD;23x9-10 BKT PT - HD 20PR TT;przemysłowe;Ładowarka;PEWNE;Ładowarka kołowa
MO9_19593;BKT;PT - HD;12.00x20 BKT PT - HD 20PR TT;przemysłowe;Ładowarka;PEWNE;Ładowarka kołowa
MO9_19085;BKT;PT - HD;27x10-12 BKT PT - HD 20PR TT;przemysłowe;Ładowarka;PEWNE;Ładowarka kołowa
MO9_18025;BKT;PT - HD;28x12.5-15 BKT PT - HD 24PR TT;przemysłowe;Ładowarka;PEWNE;Ładowarka kołowa
MO9_17352;BKT;MULTIMAX MP 513;425/55R17 BKT MULTIMAX MP 513 134G TL;przemysłowe;Ładowarka;PEWNE;Ładowarka rolnicza
MO9_14028;BKT;PT - HD;7.00x12 BKT PT - HD 14PR TT;przemysłowe;Ładowarka;PEWNE;Ładowarka kołowa
MO9_13111;BKT;AS 504;15.0/55x17 BKT AS 504 10PR TL;rolnicze;Ładowarka;PEWNE;Ładowarka kołowa
MO9_11344;BKT;MP 570;14.5x20 BKT MP 570 12PR TL;przemysłowe;Ładowarka;PEWNE;Ładowarka rolnicza
MO9_11295;BKT;MP 570;12.5x20 BKT MP 570 12PR TL;przemysłowe;Ładowarka;PEWNE;Ładowarka rolnicza
MO9_11160;BKT;MP 567;10.5x18 BKT MP 567 10PR TL;rolnicze;Ładowarka;PEWNE;Ładowarka rolnicza
MO9_10626;BKT;MULTIMAX MP 527 NOWOŚĆ;340/80R18 BKT MULTIMAX MP 527 NOWOŚĆ 143A8/B TL;przemysłowe;Ładowarka;PEWNE;Ładowarka rolnicza
MO9_10342;BKT;PT - HD;300x15 BKT PT - HD 20PR TT;przemysłowe;Ładowarka;PEWNE;Ładowarka kołowa
MO9_10237;BKT;SKID POWER HD;33x15.5-16.5 BKT SKID POWER HD 12PR TL;przemysłowe;Ładowarka;PEWNE;Ładowarka kołowa
MO9_8663;BKT;PT - HD;6.50x10 BKT PT - HD 10PR TT;przemysłowe;Ładowarka;PEWNE;Ładowarka kołowa
MO9_8435;BKT;AS 504;70x16 BKT AS 504 10PR TL;rolnicze;Ładowarka;PEWNE;Ładowarka kołowa
MO9_7726;BKT;SKID POWER;25x8.5-14 BKT SKID POWER 6PR TL;przemysłowe;Ładowarka;PEWNE;Ładowarka kołowa
MO9_7445;BKT;PT - HD;10.00x20 BKT PT - HD 18PR TT;przemysłowe;Ładowarka;PEWNE;Ładowarka kołowa
MO9_7297;BKT;AS 504;7.50x16 BKT AS 504 8PR TL;rolnicze;Ładowarka;PEWNE;Ładowarka kołowa
MO9_6425;BKT;AS 504;12.5/80x18 BKT AS 504 12PR TL;rolnicze;Ładowarka;PEWNE;Ładowarka kołowa
MO9_6264;BKT;AS 504;7.50x20 BKT AS 504 8PR TT;rolnicze;Ładowarka;PEWNE;Ładowarka kołowa
MO9_5229;BKT;SP HD;12x16.5 BKT SP HD 10PR TL;przemysłowe;Ładowarka;PEWNE;Ładowarka kołowa
MO9_4559;BKT;MP 567;12.5x20 BKT MP 567 12PR TL;rolnicze;Ładowarka;PEWNE;Ładowarka rolnicza
MO9_4181;BKT;AS 504;11.5/80x15.3 BKT AS 504 14PR TT;rolnicze;Ładowarka;PEWNE;Ładowarka kołowa
MO9_3164;BKT;AS 504;19.0/45x17 BKT AS 504 14PR TL;rolnicze;Ładowarka;PEWNE;Ładowarka kołowa
MO9_2779;BKT;AS 504;11.5/80x15.3 BKT AS 504 12PR TL;rolnicze;Ładowarka;PEWNE;Ładowarka kołowa
MO9_2385;BKT;AS 504;16.0/70x20 BKT AS 504 14PR TL;rolnicze;Ładowarka;PEWNE;Ładowarka kołowa
MO9_2361;BKT;SKID POWER HD;27x10.5-15 BKT SKID POWER HD 8PR TL;przemysłowe;Ładowarka;PEWNE;Ładowarka kołowa
MO9_1987;BKT;MP 567;18x19.5 BKT MP 567 16PR TL;rolnicze;Ładowarka;PEWNE;Ładowarka rolnicza
MO9_855;BKT;SP HD;12x16.5 BKT SP HD 12PR TL;przemysłowe;Ładowarka;PEWNE;Ładowarka kołowa
MO9_628;BKT;MP 600;12.5x18 BKT MP 600 10PR TL;przemysłowe;Ładowarka;PEWNE;Ładowarka rolnicza
MO9_613;BKT;MULTIMAX MP 527;17.5L-24 BKT MULTIMAX MP 527 159A8/B TL;rolnicze;Ładowarka;PEWNE;Ładowarka rolnicza
MO9_266;BKT;MP 600;10.5x18 BKT MP 600 10PR TL;przemysłowe;Ładowarka;PEWNE;Ładowarka rolnicza
MO9_151;BKT;MULTIMAX MP 513;375/70R20 BKT MULTIMAX MP 513 136G TL;przemysłowe;Ładowarka;PEWNE;Ładowarka rolnicza
MO3_70012BKTpthd;BKT;PT-HD;7.00-12 BKT PT-HD 14PR TT;przemysłowe;Ładowarka;PEWNE;Ładowarka kołowa
MO3_6009BKTpthd;BKT;PT-HD;6.00-9 BKT PT-HD 10PR TT;przemysłowe;Ładowarka;PEWNE;Ładowarka kołowa
MO3_5008BKTpthd;BKT;PT-HD;5.00-8 BKT PT-HD 10PR TT;przemysłowe;Ładowarka;PEWNE;Ładowarka kołowa
MO3_1885010BKT;BKT;Skid Power HD;18x8.50-10 BKT Skid Power HD 8PR TL;przemysłowe;Ładowarka;PEWNE;Ładowarka kołowa
MO3_26120012BKTSPHD12;BKT;Skid Power HD;26x12.00-12 BKT Skid Power HD 12PR TL;przemysłowe;Ładowarka;PEWNE;Ładowarka kołowa
MO3_31155015BKTsphd;BKT;Skid Power HD;31x15.50-15 BKT Skid Power HD 10PR TL;przemysłowe;Ładowarka;PEWNE;Ładowarka kołowa
MO3_1505517BKTAS14TL;BKT;AS 504;15.0/55-17 BKT AS 504 14PR TL;rolnicze;Ładowarka;PEWNE;Ładowarka kołowa
MO3_60016BKTas;BKT;AS 504;6.00-16 BKT AS 504 6PR TT;rolnicze;Ładowarka;PEWNE;Ładowarka kołowa
MO3_75016BKTAS8TL;BKT;AS 504;7.50-16 BKT AS 504 8PR TL;rolnicze;Ładowarka;PEWNE;Ładowarka kołowa
MO3_658012BKTAS6TT;BKT;6.5/ AS 504;80-12 BKT 6.5/ AS 504 6PR TT;rolnicze;Ładowarka;PEWNE;Ładowarka kołowa
MO3_188508BKTSkidPowerHD;BKT;Skid Power HD;18x8.50-8 BKT Skid Power HD 8PR TL;przemysłowe;Ładowarka;PEWNE;Ładowarka kołowa
MO3_27105015BKTSkidPower;BKT;Skid Power HD;27x10.50-15 BKT Skid Power HD 8PR TL;przemysłowe;Ładowarka;PEWNE;Ładowarka kołowa
MO3_2585014BKT;BKT;Skid Power HD;25x8.50-14 BKT Skid Power HD 6PR TL;przemysłowe;Ładowarka;PEWNE;Ładowarka kołowa
MO3_50015BKT;BKT;AS 504;5.00-15 BKT AS 504 6PR TT;rolnicze;Ładowarka;PEWNE;Ładowarka kołowa
MO3_4607024brvh;Bridgestone;VH-IND;460/70R24 Bridgestone VH-IND 159A8/156B TL;rolnicze;Ładowarka;PEWNE;Ładowarka rolnicza
MO1_15185314;CEAT;Loadpro;500/70R24 CEAT Loadpro 164A8/164B SB TL;rolnicze;Ładowarka;PEWNE;Ładowarka rolnicza
MO1_15185313;CEAT;Loadpro;460/70R24 CEAT Loadpro 159A8/159B SB TL;rolnicze;Ładowarka;PEWNE;Ładowarka rolnicza
MO1_15131233;CEAT;MPT 800;405/70-24 CEAT MPT 800 152B 14PR TL;rolnicze;Ładowarka;PEWNE;Ładowarka rolnicza
MO1_15131210;CEAT;MPT 602;405/70-20 CEAT MPT 602 148D 14PR TL;rolnicze;Ładowarka;PEWNE;Ładowarka rolnicza
MO1_15131161;CEAT;MPT 602;12.5-20 CEAT MPT 602 135D 12PR TL;rolnicze;Ładowarka;PEWNE;Ładowarka rolnicza
MO1_15131071;CEAT;MPT 602;12.5-18 CEAT MPT 602 134D 12PR TL;rolnicze;Ładowarka;PEWNE;Ładowarka rolnicza
MO1_10003814;CEAT;Loadpro;340/80R18 CEAT Loadpro 143A8/143B TL;rolnicze;Ładowarka;PEWNE;Ładowarka rolnicza
MO1_10002904;CEAT;Loadpro Hard Surface;405/70R18 CEAT Loadpro Hard Surface 147A8/147B SB TL;rolnicze;Ładowarka;PEWNE;Ładowarka rolnicza
MO1_10002903;CEAT;Loadpro Hard Surface;405/70R20 CEAT Loadpro Hard Surface 149A8/149B SB TL;rolnicze;Ładowarka;PEWNE;Ładowarka rolnicza
MO1_10002693;CEAT;Loadpro Hard Surface;500/70R24 CEAT Loadpro Hard Surface 164A8/164B SB TL;rolnicze;Ładowarka;PEWNE;Ładowarka rolnicza
MO1_10002620;CEAT;Loadpro;440/80R28 CEAT Loadpro 156A8/156B SB TL;rolnicze;Ładowarka;PEWNE;Ładowarka rolnicza
MO1_10002081;CEAT;Loadpro;400/70R20 CEAT Loadpro 149A8/149B SB TL;rolnicze;Ładowarka;PEWNE;Ładowarka rolnicza
MO1_10001314;CEAT;Loadpro;440/80R24 CEAT Loadpro 161A8/161B SB TL;rolnicze;Ładowarka;PEWNE;Ładowarka rolnicza
MO1_10001268;CEAT;Loadpro;380/75R20 CEAT Loadpro 148A8/148B SB TL;rolnicze;Ładowarka;PEWNE;Ładowarka rolnicza
MO1_10001266;CEAT;Loadpro;405/70R24 CEAT Loadpro 152A8/152B SB TL;rolnicze;Ładowarka;PEWNE;Ładowarka rolnicza
MO1_10000985;CEAT;Loadpro Hard Surface;460/70R24 CEAT Loadpro Hard Surface 159A8/159B SB TL;rolnicze;Ładowarka;PEWNE;Ładowarka rolnicza
MO1_10000984;CEAT;Loadpro;500/70R28 CEAT Loadpro 164A8/164B SB TL;rolnicze;Ładowarka;PEWNE;Ładowarka rolnicza
MO1_10000843;CEAT;Loadpro;440/80-24 CEAT Loadpro 168A8 TL;rolnicze;Ładowarka;PEWNE;Ładowarka rolnicza
MO1_10000324;CEAT;Loadpro;480/80R26 CEAT Loadpro 167A8/167B SB TL;rolnicze;Ładowarka;PEWNE;Ładowarka rolnicza
MO1_10000255;CEAT;MPT 808;10.0/75-15.3 CEAT MPT 808 118A8/130A8 14PR TL;rolnicze;Ładowarka;PEWNE;Ładowarka rolnicza
MO1_10000254;CEAT;MPT 808;14.5-20 CEAT MPT 808 143B 14PR TL;rolnicze;Ładowarka;PEWNE;Ładowarka rolnicza
MO1_10000253;CEAT;MPT 808;12.5-20 CEAT MPT 808 140B 12PR TL;rolnicze;Ładowarka;PEWNE;Ładowarka rolnicza
MO5_MCPD280G69008I2S0;Cultor;INDUSTRIAL 20;16.9-28 Cultor INDUSTRIAL 20 151A8 12PR TL;rolnicze;Ładowarka;PEWNE;Ładowarka rolnicza
MO5_MCPD240G69006IN40;Cultor;INDUSTRIAL 40 ER;16.9-24 Cultor INDUSTRIAL 40 ER 149A6 12PR TL;rolnicze;Ładowarka;PEWNE;Ładowarka rolnicza
MO2_5002611700000;Cultor;INDUSTRIAL 10;17.5-24 Cultor INDUSTRIAL 10 12PR TL;przemysłowe;Ładowarka;PEWNE;Ładowarka rolnicza
MO2_5002611660000;Cultor;AGRO-INDUSTRIAL 10;17.5-24 Cultor AGRO-INDUSTRIAL 10 12PR TL;rolnicze;Ładowarka;PEWNE;Ładowarka rolnicza
MO5_BFPR250M65000MBT0;Firestone;MBT MS DE2 **;26.5R25 Firestone MBT MS DE2 ** E-3/L-3 193B TL;rolnicze;Ładowarka;PEWNE;Ładowarka
MO5_BFPR250G75000MBT0;Firestone;MBT MS DE2 **;17.5R25 Firestone MBT MS DE2 ** E-3/L-3 167B TL;rolnicze;Ładowarka;PEWNE;Ładowarka
MO5_BFPR250G23000MBT0;Firestone;MBT MS DE2 **;23.5R25 Firestone MBT MS DE2 ** E-3/L-3 185B TL;rolnicze;Ładowarka;PEWNE;Ładowarka
MO5_BFPR250G21000MBT0;Firestone;MBT MS DE2 **;20.5R25 Firestone MBT MS DE2 ** E-3/L-3 177B TL;rolnicze;Ładowarka;PEWNE;Ładowarka
MO5_BFPR240460708R8U1;Firestone;R8000 UTILITY;460/70R24 Firestone R8000 UTILITY 159A8/159B TL;rolnicze;Ładowarka;PEWNE;Ładowarka rolnicza
MO5_BFPR240460708DUT1;Firestone;DURAFORCE UTILITY;460/70R24 Firestone DURAFORCE UTILITY 159A8 TL;rolnicze;Ładowarka;PEWNE;Ładowarka rolnicza
MO4_BFPR250G75000MBT0;Firestone;MBT MS DE2 **;17.5R25 Firestone MBT MS DE2 ** E-3/L-3 167B TL;rolnicze;Ładowarka;PEWNE;Ładowarka
MO4_BFPR250G23000MBT0;Firestone;MBT MS DE2 **;23.5R25 Firestone MBT MS DE2 ** E-3/L-3 185B TL;rolnicze;Ładowarka;PEWNE;Ładowarka
MO3_4607024FIR8000U;Firestone;R8000 Utility;460/70R24 Firestone R8000 Utility 159A8/159B TL;przemysłowe;Ładowarka;PEWNE;Ładowarka rolnicza
MO2_6029;Firestone;DURA-UT;500/70R24 Firestone DURA-UT 164A/164B TL;rolnicze;Ładowarka;PEWNE;Ładowarka rolnicza
MO2_2937;Firestone;DURA-UT;17.5R24 Firestone DURA-UT 159A TL;rolnicze;Ładowarka;PEWNE;Ładowarka rolnicza
MO2_2009;Firestone;DURA-UT;405/70R18 Firestone DURA-UT 141B;przemysłowe;Ładowarka;PEWNE;Ładowarka rolnicza
MO2_1770;Firestone;DURA-UT;16.9R28 Firestone DURA-UT 156A8 TL;przemysłowe;Ładowarka;PEWNE;Ładowarka rolnicza
MO2_1748;Firestone;DURA-UT;340/80R18 Firestone DURA-UT 143A8 TL;przemysłowe;Ładowarka;PEWNE;Ładowarka rolnicza
MO2_1060;Firestone;DURA-UT;400/70R20 Firestone DURA-UT 149A TL;rolnicze;Ładowarka;PEWNE;Ładowarka rolnicza
MO2_10474;Firestone;R8000UT;17.5R24 Firestone R8000UT 159A/159B TL;rolnicze;Ładowarka;PEWNE;Ładowarka rolnicza
MO10_PMB1241;GRI;GRIP EX MP500;16.0/70-20 GRI GRIP EX MP500 14PR R-4 TL;rolnicze;Ładowarka;PEWNE;Ładowarka rolnicza
MO10_PCR6911;GRI;GRIP XLR EARTH TH200;460/70R24 GRI GRIP XLR EARTH TH200 159A8 R-4 TL;rolnicze;Ładowarka;PEWNE;Ładowarka rolnicza
MO10_PCR6012;GRI;GRIP XLR TH210;460/70R24 GRI GRIP XLR TH210 161A8 R-4 TL;rolnicze;Ładowarka;PEWNE;Ładowarka rolnicza
MO10_PCR6011;GRI;GRIP XLR TH200;460/70R24 GRI GRIP XLR TH200 159A8 R-4 TL;rolnicze;Ładowarka;PEWNE;Ładowarka rolnicza
MO10_PCR1109;GRI;GRIP XLR MP55;500/70R24 GRI GRIP XLR MP55 164A8 R-4 TL;rolnicze;Ładowarka;PEWNE;Ładowarka rolnicza
MO10_PCR1108;GRI;GRIP XLR MP55;500/70R24 GRI GRIP XLR MP55 157A8 R-4 TL;rolnicze;Ładowarka;PEWNE;Ładowarka rolnicza
MO10_PCB7102;GRI;GRIP EX R410;18.4-26 GRI GRIP EX R410 16PR R-4 TL;rolnicze;Ładowarka;PEWNE;Ładowarka rolnicza
MO10_PCB7101;GRI;GRIP EX R410;18.4-26 GRI GRIP EX R410 14PR R-4 TL;rolnicze;Ładowarka;PEWNE;Ładowarka rolnicza
MO10_PCB4214;GRI;GRIP EX LT200;17.5-25 GRI GRIP EX LT200 16PR L-2 TL;przemysłowe;Ładowarka;PEWNE;Ładowarka kołowa
MO10_PCB4213;GRI;GRIP EX LT200;20.5-25 GRI GRIP EX LT200 16PR L-2 TL;przemysłowe;Ładowarka;PEWNE;Ładowarka kołowa
MO10_PCB3503;GRI;GRIP EX MP500;12.5-20 GRI GRIP EX MP500 12PR R-4 TL;rolnicze;Ładowarka;PEWNE;Ładowarka rolnicza
MO10_PCB3502;GRI;GRIP EX MP500;12.5-18 GRI GRIP EX MP500 10PR R-4 TL;rolnicze;Ładowarka;PEWNE;Ładowarka rolnicza
MO10_PCB3501;GRI;GRIP EX MP500;12.5-18 GRI GRIP EX MP500 12PR R-4 TL;rolnicze;Ładowarka;PEWNE;Ładowarka rolnicza
MO10_PCB1803;GRI;GRIP EX R400;16.9-24 GRI GRIP EX R400 14PR R-4 TL;rolnicze;Ładowarka;PEWNE;Ładowarka rolnicza
MO10_PCB1802;GRI;GRIP EX R400;16.9-28 GRI GRIP EX R400 14PR R-4 TL;rolnicze;Ładowarka;PEWNE;Ładowarka rolnicza
MO10_PCB1801;GRI;GRIP EX R400;16.9-30 GRI GRIP EX R400 12PR R-4 TL;rolnicze;Ładowarka;PEWNE;Ładowarka rolnicza
MO10_PCB1408;GRI;XPT+;31x15.5-15 GRI XPT+ 10PR R-4 TL;rolnicze;Ładowarka;PEWNE;Ładowarka rolnicza
MO10_PCB1321;GRI;GRIP EX TL200;15.5/80-24 GRI GRIP EX TL200 20PR R-4 TL;rolnicze;Ładowarka;PEWNE;Ładowarka rolnicza
MO10_PCB1307;GRI;GRIP EX LT100;12.5/80-18 GRI GRIP EX LT100 16PR R-4 TL;rolnicze;Ładowarka;PEWNE;Ładowarka rolnicza
MO10_PCB1306;GRI;GRIPEX LT100;12.5/80-18 GRI GRIPEX LT100 14PR R-4 TL;rolnicze;Ładowarka;PEWNE;Ładowarka rolnicza
MO10_PCB1303;GRI;GRIP EX R400;19.5L-24 GRI GRIP EX R400 16PR R-4 TL;rolnicze;Ładowarka;PEWNE;Ładowarka rolnicza
MO10_PCB1301;GRI;GRIPEX LT100;12.5/80-18 GRI GRIPEX LT100 12PR R-4 TL;rolnicze;Ładowarka;PEWNE;Ładowarka rolnicza
MO10_PCB1297;GRI;GRIP EX LT200;15.5-25 GRI GRIP EX LT200 12PR L-2 TL;przemysłowe;Ładowarka;PEWNE;Ładowarka kołowa
MO10_PCB1287;GRI;GRIP EX R400;16.0/70-20 GRI GRIP EX R400 14PR R-4 TL;rolnicze;Ładowarka;PEWNE;Ładowarka rolnicza
MO10_PCB1286;GRI;GRIP EX TL200;16.5/85-24 GRI GRIP EX TL200 16PR R-4 TL;rolnicze;Ładowarka;PEWNE;Ładowarka rolnicza
MO10_PCB1285;GRI;GRIP EX LT122;14.9-24 GRI GRIP EX LT122 12PR R-4 TL;rolnicze;Ładowarka;PEWNE;Ładowarka rolnicza
MO10_PCB1284;GRI;GRIP EX R400;18.4-26 GRI GRIP EX R400 12PR R-4 TL;rolnicze;Ładowarka;PEWNE;Ładowarka rolnicza
MO10_PCB1283;GRI;GRIP EX TX100;10.5/80-18 GRI GRIP EX TX100 10PR R-4 TL;rolnicze;Ładowarka;PEWNE;Ładowarka rolnicza
MO10_PCB1281;GRI;GRIP EX TX100;15.0/55-17 GRI GRIP EX TX100 10PR R-4 TL;rolnicze;Ładowarka;PEWNE;Ładowarka rolnicza
MO10_PCB1236;GRI;GRIP EX TL200;15.5/80-24 GRI GRIP EX TL200 16PR R-4 TL;rolnicze;Ładowarka;PEWNE;Ładowarka rolnicza
MO10_PCB1202;GRI;GRIP EX R400;17.5L-24 GRI GRIP EX R400 12PR R-4 TL;rolnicze;Ładowarka;PEWNE;Ładowarka rolnicza
MO5_OTPR240460708R110;GTK;RI11;460/70R24 GTK RI11 159A8/159B TL;rolnicze;Ładowarka;PEWNE;Ładowarka rolnicza
MO5_OTPD300G69008LD00;GTK;LD90;16.9-30 GTK LD90 R-4 156A8 16PR TL;przemysłowe;Ładowarka;PEWNE;Ładowarka rolnicza
MO5_OTPD280G69008LD00;GTK;LD90;16.9-28 GTK LD90 R-4 156A8 14PR TL;rolnicze;Ładowarka;PEWNE;Ładowarka rolnicza
MO5_OTPD260G84008LD00;GTK;LD90;18.4-26 GTK LD90 R-4 160A8 14PR TL;rolnicze;Ładowarka;PEWNE;Ładowarka rolnicza
MO5_OTPD250G55008LD00;GTK;LD90 -;15.5-25 GTK LD90 - 173A2 14PR TL;rolnicze;Ładowarka;PEWNE;Ładowarka rolnicza
MO5_OTPD240G75002LD00;GTK;LD90;17.5L-24 GTK LD90 R-4 154A8 14PR TL;rolnicze;Ładowarka;PEWNE;Ładowarka rolnicza
MO5_OTPD240G69008LD00;GTK;LD90;16.9-24 GTK LD90 R-4 154A8 16PR TL;przemysłowe;Ładowarka;PEWNE;Ładowarka rolnicza
MO5_OTPD240G60708LD00;GTK;LD90;16.0/70-24 GTK LD90 R-4 169A2 16PR TL;przemysłowe;Ładowarka;PEWNE;Ładowarka rolnicza
MO5_OTPD200G60708LD00;GTK;LD90;16.0/70-20 GTK LD90 R-4 166A2 16PR TL;przemysłowe;Ładowarka;PEWNE;Ładowarka rolnicza
MO5_OTPD200400702LD00;GTK;LD90;405/70-20 GTK LD90 166A2 16PR TL;przemysłowe;Ładowarka;PEWNE;Ładowarka rolnicza
MO5_OTPD180G25808DL90;GTK;LD92;12.5/80-18 GTK LD92 R-4 146A8 14PR TL;rolnicze;Ładowarka;PEWNE;Ładowarka rolnicza
